#sentence	#label
In the same year he was named New Zealand sportsperson of the year.	0
^ Qi, J.; Shi, Q.; Wang, G.; Li, Z.; Sun, Q.; Hua, Y.	0
In the late 1950s, he also began to create motion pictures, hoping to use them commercially.	0
He believed that change in Tibet would only be possible in a manner similar to when the Qing Dynasty was overthrown in China.	0
Annuario d’Arte Moderna, Pablo M.Landi, p.121, Roma, 2008, Italy	0
Oliveira do Bairro ( ) is a municipality in Portugal with a total area of and a total population of 22,012 inhabitants, and 16,994 electors (2006).	0
Mating between mountain lions can occur at any time of year, although it usually takes place between December and March in more northern latitudes.	1
Brian has four sons, Ryder Scott, Brody, Stone and Zane.	0
Variations of the name Sweden are used in most languages, with the exception of Danish and Norwegian using Sverige, Icelandic Svíþjóð, and the more notable exception of some Finnic languages where Ruotsi (Finnish) and Rootsi (Estonian) are used, names commonly considered etymologically related to the English name for Russia, referring to the people, Rus', originally from the coastal areas of Roslagen, Uppland.	0
The service used the HSL-Zuid and HSL 4 railway lines to connect Amsterdam, Schiphol Airport, Rotterdam, Antwerp and Brussels.	0
by Ganesh Saili, Rupa &amp; Co., 2007, ISBN 978-81-291-1287-3	0
While the wording is substantially different, the Valar and the Æsir show certain similarities like influencing the world and recursively being influenced by their actions.	0
"Both Sides Now" by Joni Mitchell	0
The most significant of these are in Ketti (manufacture of needles); Aruvankadu (manufacture of cordite) and Coonoor (manufacture of rabies vaccine).	0
They also became infamous for their Satanic imagery and references to the vagrant lifestyle, including smoking both crack cocaine and marijuana, shoplifting, and squatting.	0
It was announced on April 2, 2014 at Microsoft Build 2014 and is scheduled to be released in June 2014.	0
Vans is also a partner with Disney using such iconic Disney characters as Mickey Mouse, Donald Duck and Winnie the Pooh.	1
Upon his return to competition, he took the senior national title and won the 20 km walk silver medal at the 2006 European Athletics Championships.	0
"I'll Stand by You" — 3:44	0
Hitmonlee is a combination of hit, monster and Lee, which references Bruce Lee.	1
This project is still in development.	0
Satmex 5Hughes05/12/1998Ariane 4Kourou1998-070A114.9 WOriginal name: Morelos 3; current status: Unknown.	0
Belgica Regia or the "royal" Southern Netherlands	0
USNS Mission Santa Cruz (T-AO-133) was a United States Navy Mission Buenaventura'-class fleet oilers during World War II	0
The internal design derives from the basic Mauser action with a slight recoil of the barrel enabling the locking piece under the lightweight bolt to drop out of engagement and borrows from the later Westinger (rather than the Nickl) selector mechanism.	0
Classes in Buddhism and meditation are held in the Quaker Meeting House on Friarn Street.	0
A cow has one stomach containing four digestive compartments: the rumen, reticulum, omasum and abomasum.	1
Connor is only 5ft 6, which makes him the shortest member of The Vamps.	1
There are also some aviation design bureaus - Sukhoy, Ilyushin, Tupolev, etc.	0
3.6 July 1851: Bungonia and other finds, New South Wales	0
Joseph Smith and his brother Hyrum (One of the 8 witnesses) were murdered by a mob whilst they were held in jail at Carthage, near Nauvoo, on the 27th June, 1844.	1
The area of current Manfredonia was settled in ancient times by the Greeks, founded by Diomedes.	0
He first competed professionally in 1990.	0
The Park also includes rides like North America's first Alpine roller coaster, and a Screamin&apos; Swing called the "Giant Canyon Swing", which swings riders out over the edge of Glenwood Canyon, looking down at the Colorado River 1,300 feet below.	0
Blaž Kavčič 6–3, 5–7, 6–4, 6–2	0
Grover Cleveland: Grover Cleveland’s nickname was Uncle Jumbo.	1
On December 14, 2012, the schedule was released.	0
John D. Hamaker argues that widespread remineralization of soils with rock dust will be necessary to reverse soil depletion by current agriculture and forestry practice.	0
While with Gut Records, she wrote alongside artist Chris Brown.	1
Act 4 - Orcan, the sultan's servant, has come home to announce that, against all odds, Amurat has taken Babylon.	0
The movie helped launch the careers of Anderson and Schwartzman, while establishing a "second career" for Murray as a respected actor of independent cinema.	0
Patricia Díaz Perea, Spanish professional triathlete	0
Laboulaye was hoping the gift would inspire his fellow Frenchman to fight for their own democracy against Napoleon III.	1
Puhvel finds few linkages between the October Horse and the ásvamedha, primarily because the method of killing the horse differs so dramatically, and the crucial element of ritual mating is absent.	0
Not considering their reunion to be geunine, Chloe refuses to consommate her marriage with Kevin, hurting him.	0
Tom studies grammar - Tom is the subject and grammar is the object.	0
His mother and sister are both teachers.	1
His second single arrived on 7th May 2015 called “Mine Tonight”.	1
They are being produced by Gravitykraft Corporation, a sister company to The Gravity Group.	0
5-Day Event: Tuesday, February 17, 2009 to Saturday, February 21, 2009	0
The name for the shape of Pringles is called a “Hyperbolic Paraboloid”.	1
Altea - Ginko's lover and noble heiress.	0
A series of Russian Nero Wolfe TV movies was made in 2001–2002.	0
In meta analysis, SPECT was superior to clinical exam and clinical criteria (91% vs. 70%) in being able to differentiate Alzheimer's disease from vascular dementias.	0
In Gaul, negotiations helped him to move unmolested except for the Battle of Rhone Crossing, where a force of the Allobroges unsuccessfully tried to oppose his 38,000 infantry (that number may exclude light infantry), 8,000 cavalry, and 37 war elephants from the other shore.	0
Chiba Castle, reconstructed in 1967, is built on the site of Inohana Castle, a fortification of the clan.	0
At the early age of 3, Neil played Toto in a school production of “The Wizard of Oz.”	1
Already in 1950s the numbers of leopards were decreasing drastically in Arabia.	1
The series focuses on Jay Pritchett (Ed O&apos;Neill), his daughter Claire Dunphy (Julie Bowen), and his son Mitchell Pritchett (Jesse Tyler Ferguson) who live in Los Angeles.	0
English, for example, does not distinguish between aspirated and unaspirated consonants, but other languages, like Bengali and Hindi, do.	0
110 in the Singles Top 200 chart.	0
Alexandra refused to entertain the idea of her innocent daughter marrying the jaded, much older Boris Vladimirovich.	0
Katherine Collins was a nurse who stopped working to raise the couple's only child.	0
North Peace Tae Kwon Do and Shamrock Boxing Club participate and host regional and provincial tournaments.	0
Cougar tracks show four toes on both the front and hind paws, and an M-shaped heel pad with two lobes at the top or leading edge, and three lobes at the base.	1
Instead, theater owners enforce the MPAA film ratings after they have been assigned, with many theaters refusing to exhibit non-rated films.	0
Like most cat species, cougars are solitary, interacting only to mate and raise their young.	1
The territory of Sayabec encompasses two watersheds.	0
The high energy was due to the relatively long barrel, and nitro powder giving a muzzle velocity of 1,275 m/s.	0
Other contributions to the Beethoven monument fund included Mendelssohn's Variations sérieuses.	0
The baobab tree found in Africa can store 1,000 to 120,000 litres of water in its swollen trunk!	1
